id,teamName,gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg
1,New Jersey Devils,82,48,23,0,107,65.2,2.744,2.024,1.0,18.9,63.0,41.0,333.0,86.7,29.2805,23.6951,0.717,0.417,0.844,0.872,0.667,0.316,5116.0,2627.0,2489.0,51.4,9.4,0.915
2,New York Islanders,82,30,41,0,71,43.3,2.585,2.744,0.7468,16.7,61.0,54.0,365.0,85.9,25.8415,28.7561,0.5,0.194,0.563,0.781,0.379,0.365,5417.0,2699.0,2718.0,49.8,10.0,0.905
3,New York Rangers,82,25,39,0,68,41.5,2.402,2.817,0.9286,17.7,62.0,55.0,351.0,85.4,25.3049,28.0366,0.441,0.208,0.476,0.625,0.281,0.319,5257.0,2548.0,2709.0,48.5,9.5,0.9
4,Philadelphia Flyers,82,42,29,0,95,57.9,2.951,2.354,1.1969,17.8,71.0,51.0,399.0,86.6,28.6829,25.4146,0.705,0.289,0.714,0.882,0.529,0.464,5304.0,2888.0,2416.0,54.5,10.3,0.907
5,Pittsburgh Penguins,82,40,24,0,98,59.8,2.78,2.293,0.9874,16.5,67.0,46.0,407.0,86.3,26.5366,26.8537,0.65,0.333,0.786,0.886,0.541,0.429,5172.0,2572.0,2600.0,49.7,10.5,0.915
6,Boston Bruins,82,39,30,0,91,55.5,2.695,2.366,0.738,17.3,62.0,44.0,359.0,84.5,27.1951,26.3537,0.721,0.205,0.917,0.861,0.479,0.469,4897.0,2544.0,2353.0,52.0,9.9,0.91
7,Buffalo Sabres,82,36,29,0,89,54.3,2.573,2.28,1.1898,12.9,51.0,65.0,396.0,84.2,26.4878,31.2195,0.692,0.209,0.72,0.818,0.346,0.481,5321.0,2520.0,2801.0,47.4,9.7,0.927
8,Montréal Canadiens,82,37,32,0,87,53.0,2.866,2.537,0.7616,18.3,68.0,62.0,372.0,84.5,27.7683,26.0366,0.659,0.244,0.742,0.857,0.465,0.417,5051.0,2526.0,2525.0,50.0,10.3,0.903
9,Ottawa Senators,82,34,33,0,83,50.6,2.354,2.439,0.8302,12.8,48.0,47.0,375.0,84.4,29.2805,24.8659,0.676,0.229,0.75,0.813,0.392,0.448,5345.0,2548.0,2797.0,47.7,8.0,0.902
10,Toronto Maple Leafs,82,30,43,0,69,42.1,2.366,2.89,0.7738,11.4,41.0,50.0,359.0,86.5,27.7073,28.6829,0.606,0.204,0.789,0.889,0.364,0.356,5386.0,2681.0,2705.0,49.8,8.5,0.899
